Sample ID,Bottle_ID,SiteName,map_code,Latitude,Longitude,State/Region,Sampler,Sample Date,NO3-N_µgL,NH4-N_µgL,TDN_µgL,PO4-P_µgL,SiO2_mgL,DOC_mgL,Approx. Air Temperature (°F),Water temperature (°F),,,,,,
20211022_PA_CC_01,3164,East Branch at Iron Stone Hill Road,PA_CC03,39.87197,-76.679065,Pennsylvania,Rob Harvey,10/22/2021,,,,,,,64,70,,,,,,
20211022_PA_CC_02,3166,Codorus Creek along RT 24,PA_CC04,40.01877,-76.69313,Pennsylvania,Rob Harvey,10/22/2021,,,,,,,64,68,,,,,,
20211022_PA_CC_03,3162,Codorus Creek at Brown Rd,PA_CC01,39.821361,-76.883527,Pennsylvania,Rob Harvey,10/22/2021,,,,,,,65,60,,,,,,
20211020_MA_AE_01,2094,Scantic River at Mill Road,MA_AE03,42.048557,-72.454031,Massachusetts,Adam Eaton,10/20/2021,,,,,,,70,57,,,,,,
20211020_MT_MR_01,2202,Madison River at Ennis Boat Launch,MT_MR01,45.34539,-111.7239,Montana,Justin Edge,10/20/2021,,,,,,,45,40,,,,,,
20211020_MT_MR_02,2203,Madison River at McAtee Boat Launch,MT_MR03,45.0956,-111.66217,Montana,Justin Edge,10/20/2021,,,,,,,46,42,,,,,,
20211020_MT_MR_03,2204,Madison River at Varney Boat Launch,MT_MR02,45.2308,-111.75162,Montana,Justin Edge,10/20/2021,,,,,,,50,44,,,,,,
20211019_CO_LP_01,2905,La Plata River at Kroeger Campground,CO_LP04,37.376547,-108.075829,Colorado,Kate Armano,10/19/2021,124,0,172,5,6.8,1.2,40,42,,,,,,
20211019_CO_LP_02,3152,La Plata River at La Plata River City Campsite,CO_LP05,37.39452,-108.06788,Colorado,Kate Armano,10/19/2021,154,1,215,5,5.8,1.3,38,40,,,,,,
20211015_CO_LP_01,2909,Animas River at Oxbow Park and Preserve,CO_LP01,37.308974,-107.856309,Colorado,Kate Armano,10/15/2021,98,31,148,7,9.5,1.2,46,48,,,,,,
20211015_CO_LP_02,2908,Animas River at Dallabetta Park,CO_LP02,37.2216,-107.860676,Colorado,Kate Armano,10/15/2021,103,3,175,6,7.5,1.3,55,46,,,,,,
20211015_CA_TR_01,2501,Truckee River Below Lake Tahoe Dam,CA_TR01,39.16655,-120.14487,California,Envirolution Club,10/15/2021,1,16,101,11,14.0,1.3,59,58,,,,,,
20211015_CA_TR_02,2502,Truckee River at Glenshire Bridge,CA_TR02,39.35313,-120.12278,California,Envirolution Club,10/15/2021,57,10,175,16,21.8,1.9,68,62,,,,,,
20211015_CA_TR_03,2503,Truckee River at Hirschdale Bridge,CA_TR03,39.36781,-120.07566,California,Envirolution Club,10/15/2021,7,7,123,12,15.8,2.2,68,51,,,,,,
20211014_CO_LP_01,2906,La Plata River At Kara Armano's House,CO_LP03,37.283493,-108.038405,Colorado,Kate Armano,10/14/2021,0,0,40,6,8.1,1.1,35,48,,,,,,
20211010_PA_BM_01,1940,Delaware River at Phillipsburg Boat Ramp,PA_BM04,40.69247,-75.20337,Pennsylvania,Bruce McCutcheon,10/10/2021,,,,,,,61,60,,,,,,
20211010_PA_BM_02,1941,Bushkill Creek below Crayola,PA_BM02,40.69999,-75.24008,Pennsylvania,Bruce McCutcheon,10/10/2021,,,,,,,59,58,,,,,,
20211010_PA_BM_03,1942,Bushkill Creek at Stockertown,PA_BM01,40.7485,-75.26239,Pennsylvania,Bruce McCutcheon,10/10/2021,,,,,,,61,58,,,,,,
20211010_PA_BM_04,1943,Martins Creek at Class A Wild Trout Stream,PA_BM03,40.79231,-75.18926,Pennsylvania,Bruce McCutcheon,10/10/2021,,,,,,,61,60,,,,,,
20211007_MO_MR_01,2620,Meramec River at Meramec State Park,MO_MR03,38.20786,-91.09405,Missouri,Jeff Gabel,10/7/2021,,,,,,,65,69,,,,,,
20211005_CO_SM_01,3216,San Miguel River at Placerville,CO_SM08,38.03106,-108.11077,Colorado,Allie Cunningham,10/5/2021,102,6,160,18,8.3,1.0,45,46.6,,,,,,
20211005_CO_SM_02,3219,San Miguel River in Telluride CO,CO_SM06,37.93603,-107.80668,Colorado,Allie Cunningham,10/5/2021,168,10,179,6,5.0,0.7,51,45,,,,,,
20211005_CO_SM_03,3215,San Miguel River above confluence with South Fork,CO_SM07,37.94588,-107.89388,Colorado,Allie Cunningham,10/5/2021,538,5,542,98,6.9,1.2,58,45.9,,,,,,
20211005_CO_SM_04,3063,South Fork near confluence with San Miguel River,CO_SM05,37.93851,-107.89833,Colorado,Allie Cunningham,10/5/2021,12,5,57,9,10.2,0.8,58,47.2,,,,,,
20211005_CO_SM_05,3064,Howard Fork near Ames CO,CO_SM04,37.86356,-107.87369,Colorado,Allie Cunningham,10/5/2021,43,7,54,13,16.1,0.5,63,43.8,,,,,,
20211005_CO_SM_06,3069,Lake Fork in Ames CO,CO_SM02,37.86032,-107.88562,Colorado,Allie Cunningham,10/5/2021,17,3,71,6,7.2,0.9,63,45.3,,,,,,
20211005_CO_SM_07,3066,Lake Fork above Trout Lake,CO_SM01,37.81869,-107.88082,Colorado,Allie Cunningham,10/5/2021,134,4,163,7,8.5,0.6,62,46,,,,,,
20211005_MT_DJ_02,809,Big Hole River near Twin Bridges,MT_DJ01,45.54008,-112.3728,Montana,David James,10/5/2021,1,4,120,11,12.9,2.3,48,52,,,,,,
20211003_MT_DJ_01,806,Lower Ruby Below Seyler Lane,MT_DJ02,45.50902,-112.33476,Montana,David James,10/3/2021,111,11,213,15,16.5,1.8,70,56,,,,,,
20211002_NM_RG_01,2594,Jemez River at La Junta Fishing Site,NM_RG01,35.67142,-106.7425,New Mexico,Henry Fountain,10/2/2021,16,16,172,56,46.1,2.9,48,54,,,,,,
20211002_NM_RG_02,2595,Guadalupe Rio Below Gilman Tunnel,NM_RG02,35.73247,-106.75999,New Mexico,Henry Fountain,10/2/2021,0,6,187,16,19.3,3.8,44,50,,,,,,
20211001_NH_DL_01,2793,Saco River Below Confluence of Swift River,NH_DL02,43.981303,-71.115356,New Hampshire,Dominic Lentini,10/1/2021,,,,,,,59,57,,,,,,
20210930_MA_AE_01,2103,Millers River at Bridge Street,MA_AE01,42.597971,-72.437726,Massachusetts,Adam Eaton,9/30/2021,,,,,,,65,63,,,,,,
20210930_CO_PR_03,2915,Roaring Creek upstream of confluence with Poudre River,CO_PR01,40.71622,-105.737354,Colorado,Danny White,9/30/2021,,,,,,,45,46,,,,,,
20210930_CO_PR_04,2912,North Fork Poudre River at Red Feather Lakes Rd,CO_PR03,40.787442,-105.252645,Colorado,Danny White,9/30/2021,,,,,,,55,60,,,,,,
20210930_OR_SR_01,3100,Sandy River at Thousand Acres,OR_SR02,45.55562,-122.36673,Oregon,Erik Skoog,9/30/2021,,,,,,,59,60,,,,,,
20210930_OR_SR_02,3101,Sandy River at Oxbow Boat Launch,OR_SR01,45.49812,-122.29212,Oregon,Erik Skoog,9/30/2021,,,,,,,57,58,,,,,,
20210930_OR_SR_03,3107,Sandy River at Marmot Dam,OR_SR03,45.39969,-122.13324,Oregon,Erik Skoog,9/30/2021,,,,,,,56,56,,,,,,
20210929_MA_AE_01,2093,Scantic River at Mill Road,MA_AE03,42.048557,-72.454031,Massachusetts,Adam Eaton,9/29/2021,,,,,,,67,63,,,,,,
20210929_AZ_SR_01,1982,Lower Salt River at Water Users Recreation Site,AR_SR02,33.55675,-111.54025,Arizona,Randy Messersmith,9/29/2021,,,,,,,80,75,,,,,,
20210929_AZ_SR_02,1983,Lower Salt River at Phon D Sutton,AR_SR01,33.546556,-111.66194,Arizona,Randy Messersmith,9/29/2021,,,,,,,80,74,,,,,,
20210928_CO_PR_01,2911,Poudre River near Old Town Fort Collins,CO_PR02,40.5881,-105.069317,Colorado,Danny White,9/28/2021,,,,,,,75,68,,,,,,
20210928_CO_PR_02,2910,Poudre River downstream of Fort Collins,CO_PR04,40.551943,-105.01128,Colorado,Danny White,9/28/2021,,,,,,,75,70,,,,,,
20210928_NH_DL_01,2794,Connecticut River at North Stratford,NH_DL01,44.751528,-71.632451,New Hampshire,Dominic Lentini,9/28/2021,,,,,,,58,52,,,,,,
20210928_CT_SR_01,1878,Shepaug River at Valley Road,CT_SR01,41.708759,-73.294242,Connecticut ,Ethan Ram,9/28/2021,25,15,269,6,5.0,6.2,69,66,,,,,,
20210928_CT_SR_02,1879,Bantam River at Stoddard Road,CT_SR03,41.71209,-73.24579,Connecticut ,Ethan Ram,9/28/2021,43,39,395,28,5.3,7.4,69,66,,,,,,
20210928_CT_SR_03,1880,Shepaug River Below Confluence of Bantam River,CT_SR02,41.682907,-73.305955,Connecticut ,Ethan Ram,9/28/2021,,,,,,,69,66,,,,,,
20210925_PA_CC_01,1771,Codorus Creek along RT 24,PA_CC04,40.01877,-76.69313,Pennsylvania,Rob Harvey,9/25/2021,,,,,,,67,68,,,,,,
20210925_WA_SN_01,693,Snoqualmie River Near Fall City,WA_SN02,47.5679217,-121.8811614,Washington,Susan Clementson,9/25/2021,132,11,182,8,7.5,1.8,71,58,,,,,,
20210925_WA_SN_02,688,Snoqualmie River Above Tolt Confluence,WA_SN01,47.6390416,-121.929753,Washington,Susan Clementson,9/25/2021,148,16,203,8,7.2,2.0,71,60,,,,,,
20210924_MA_AE_01,2084,Swift River at Route 9,MA_AE02,42.273982,-72.33797,Massachusetts,Adam Eaton,9/24/2021,,,,,,,77,53,,,,,,
20210924_MT_MR_01,2199,Madison River at McAtee Boat Launch,MT_MR03,45.0956,-111.66217,Montana,Justin Edge,9/24/2021,,,,,,,65,54,,,,,,
20210924_MT_MR_02,2200,Madison River at Varney Boat Launch,MT_MR02,45.2308,-111.75162,Montana,Justin Edge,9/24/2021,,,,,,,66,58,,,,,,
20210924_MT_MR_03,2201,Madison River at Ennis Boat Launch,MT_MR01,45.34539,-111.7239,Montana,Justin Edge,9/24/2021,,,,,,,72,59,,,,,,
20210923_CA_TR_01,2448,Truckee River Below Lake Tahoe Dam,CA_TR01,39.16655,-120.14487,California,Envirolution Club,9/23/2021,0,9,99,10,12.2,1.2,68,55,,,,,,
20210923_CA_TR_02,2449,Truckee River at Glenshire Bridge,CA_TR02,39.35313,-120.12278,California,Envirolution Club,9/23/2021,16,7,117,13,15.3,1.8,75,48,,,,,,
20210923_CA_TR_03,2500,Truckee River at Hirschdale Bridge,CA_TR03,39.36781,-120.07566,California,Envirolution Club,9/23/2021,29,8,126,13,15.3,1.7,73,50,,,,,,
20210921_CO_CR_01,1816,Roaring Fork at Veltus Park,CO_CR03,39.5441,-107.32991,Colorado,Matt Peterson,9/21/2021,14,5,104,6,7.3,1.8,63,52,,,,,,
20210921_CO_CR_02,1817,Colorado River at New Castle Boat Launch,CO_CR01,39.569359,-107.526062,Colorado,Matt Peterson,9/21/2021,6,7,150,6,6.3,2.4,67,58,,,,,,
20210921_CO_CR_03,1818,East Elk Creek at House,CO_CR02,39.633625,-107.53954,Colorado,Matt Peterson,9/21/2021,99,1,138,4,4.8,0.9,71,56,,,,,,
20210921_PA_CC_01,1772,East Branch at Iron Stone Hill Road,PA_CC03,39.87197,-76.679065,Pennsylvania,Rob Harvey,9/21/2021,,,,,,,77,70,,,,,,
20210921_PA_CC_02,1787,Codorus Creek at Brown Rd,PA_CC01,39.821361,-76.883527,Pennsylvania,Rob Harvey,9/21/2021,,,,,,,74,70,,,,,,
20210921_MT_LC_01,2938,Clark Fork above Kelly Island,MT_LC03,46.87272,-114.09681,Montana,Sarah Flanary,9/21/2021,,,,,,,34,52,,,,,,
20210920_MT_LC_01,2940,Lolo Creek at Fort Fizzle,MT_LC01,46.74527,-114.17141,Montana,Sarah Flanary,9/20/2021,,,,,,,57,56,,,,,,
20210920_MT_LC_02,2939,Bitterroot River at Florence Bridge,MT_LC02,46.63209,-114.05075,Montana,Sarah Flanary,9/20/2021,,,,,,,58,60,,,,,,
20210920_MT_LC_03,2941,Grant Creek at Rocky Mountain Elk Foundation,MT_LC04,46.92024,-114.03163,Montana,Sarah Flanary,9/20/2021,,,,,,,52,54,,,,,,
20210919_MO_MR_01,2618,Upper Meramec River at Grass Trail Pool,MO_MR02,37.967542,-91.527254,Missouri,Jeff Gabel,9/19/2021,,,,,,,82,66,,,,,,
20210919_MO_MR_02,2619,Upper Meramec River at Highway 8,MO_MR01,37.95119,-91.50852,Missouri,Jeff Gabel,9/19/2021,,,,,,,79,75,,,,,,
20210919_VA_SR_01,1527,Shenandoah River at Lockes Landing,VA_SR01,39.100889,-77.965194,Virginia,Matt Whalen,9/19/2021,,,,,,,75,77,,,,,,
20210919_VA_SR_02,1528,Cool Spring at Shenandoah University,VA_SR03,39.135778,-77.869861,Virginia,Matt Whalen,9/19/2021,,,,,,,75,69,,,,,,
20210919_VA_SR_03,1529,Shenandoah River above Cool Spring,VA_SR02,39.136972,-77.872389,Virginia,Matt Whalen,9/19/2021,,,,,,,75,78,,,,,,
20210918_OK_AR_01,2259,Arkansas River at W. Tulsa,OK_AR01,36.13387,-95.99228,Oklahoma,Jim Mathewson,9/18/2021,318,10,570.3,86,4.2,4.8,86,80.6,,,,,,
20210918_OK_AR_02,2258,Arkansas River at 100 Riverside,OK_AR02,36.0186,-95.95095,Oklahoma,Jim Mathewson,9/18/2021,307,8,536.3,21,5.4,4.3,82.4,80.6,,,,,,
20210913_CO_SM_01,3211,San Miguel River at Placerville,CO_SM08,38.03106,-108.11077,Colorado,Allie Cunningham,9/13/2021,170,7,246,23,9.1,1.2,45.8,51,,,,,,
20210913_CO_SM_02,3212,San Miguel River in Telluride CO,CO_SM06,37.93603,-107.80668,Colorado,Allie Cunningham,9/13/2021,170,7,187,5,5.9,0.6,47,45.8,,,,,,
20210913_CO_SM_03,3214,San Miguel River above confluence with South Fork,CO_SM07,37.94588,-107.89388,Colorado,Allie Cunningham,9/13/2021,192,7,248,69,7.2,1.1,53,48.2,,,,,,
20210913_CO_SM_04,3217,South Fork near confluence with San Miguel River,CO_SM05,37.93851,-107.89833,Colorado,Allie Cunningham,9/13/2021,28,4,63,9,11.7,0.8,54,47.1,,,,,,
20210913_CO_SM_05,3210,Lake Fork in Ames CO,CO_SM02,37.86032,-107.88562,Colorado,Allie Cunningham,9/13/2021,28,0,73,5,7.6,1.0,57,47,,,,,,
20210913_CO_SM_06,3218,Howard Fork near Ames CO,CO_SM04,37.86356,-107.87369,Colorado,Allie Cunningham,9/13/2021,47,3,70,12,16.2,0.7,57,45.2,,,,,,
20210913_CO_SM_07,3213,Lake Fork above Trout Lake,CO_SM01,37.81869,-107.88082,Colorado,Allie Cunningham,9/13/2021,114,3,146,2,9.2,0.5,58,43.5,,,,,,
20210913_CO_LP_05,2897,Animas River at Dallabetta Park,CO_LP02,37.2216,-107.860676,Colorado,Kate Armano,9/13/2021,54,11,151,2,7.9,1.4,84,70,,,,,,
20210913_CO_SP_01,1196,South Platte at Cheeseman Canyon,CO_SP01,39.21909,-105.26245,Colorado ,Scott Battisa,9/13/2021,,,,,,,79,52,,,,,,
20210913_CO_SP_02,1206,South Platte at Deckers,CO_SP02,39.29143,-105.20577,Colorado ,Scott Battisa,9/13/2021,,,,,,,80,59,,,,,,
20210912_MS_TR_01,2113,Tibbee Creek at Old Tibbee Road,MS_TR01,33.53811,-88.632528,Mississippi,Austin Cook,9/12/2021,28,2,245,4,8.1,5.4,84,80,,,,,,
20210912_MS_TR_02,2112,Tombigbee River at Barton Ferrie,MS_TR02,33.644667,-88.49875,Mississippi,Austin Cook,9/12/2021,41,1,193,3,6.9,4.0,88,82,,,,,,
20210912_MS_TR_03,2111,Buttahatchee River above confluence with Tombigbee,MS_TR03,33.664806,-88.485722,Mississippi,Austin Cook,9/12/2021,124,3,186,2,8.0,1.8,88,76,,,,,,
20210912_CO_LP_02,2898,La Plata River At Kara Armano's House,CO_LP03,37.283493,-108.038405,Colorado,Kate Armano,9/12/2021,0,3,60,2,9.8,1.1,66,54,,,,,,
20210912_CO_LP_03,2899,La Plata River at La Plata River City Campsite,CO_LP05,37.39452,-108.06788,Colorado,Kate Armano,9/12/2021,59,2,103,2,5.5,1.1,76,52,,,,,,
20210912_CO_LP_04,2896,La Plata River at Kroeger Campground,CO_LP04,37.376547,-108.075829,Colorado,Kate Armano,9/12/2021,71,5,119,2,7.2,1.1,76,56,,,,,,
20210911_OH_RR_03,949,Rocky River below Lakewood Waste Water Treatment,OH_RR01,41.477581,-81.829995,Ohio,Eric Linnevers,9/11/2021,,,,,,,77,70,,,,,,
20210911_CO_LP_01,2895,Animas River at Oxbow Park and Preserve,CO_LP01,37.308974,-107.856309,Colorado,Kate Armano,9/11/2021,32,52,150,2,8.7,1.2,87,66,,,,,,
20210909_PA_BM_01,1934,Delaware River at Phillipsburg Boat Ramp,PA_BM04,40.69247,-75.20337,Pennsylvania,Bruce McCutcheon,9/9/2021,,,,,,,69,68,,,,,,
20210909_PA_BM_02,1935,Bushkill Creek below Crayola,PA_BM02,40.69999,-75.24008,Pennsylvania,Bruce McCutcheon,9/9/2021,,,,,,,72,64,,,,,,
20210909_PA_BM_03,1936,Bushkill Creek at Stockertown,PA_BM01,40.7485,-75.26239,Pennsylvania,Bruce McCutcheon,9/9/2021,,,,,,,72,64,,,,,,
20210909_PA_BM_04,1937,Martins Creek at Class A Wild Trout Stream,PA_BM03,40.79231,-75.18926,Pennsylvania,Bruce McCutcheon,9/9/2021,,,,,,,72,64,,,,,,
20210909_OH_RR_01,947,Rocky River at Big Cedar Point Picnic Area (USGS station),OH_RR03,41.40864,-81.886515,Ohio,Eric Linnevers,9/9/2021,,,,,,,70,72,,,,,,
20210909_OH_RR_02,948,Rocky River at Mastick Woods Golf Course,OH_RR02,41.437657,-81.844883,Ohio,Eric Linnevers,9/9/2021,,,,,,,70,72,,,,,,
20210909_TX_BU_01,2284,South Fork Brushy Creek,TX_BU01,30.5088,-97.7589,Texas,Living Waters Fly Fishing,9/9/2021,NA,NA,NA,NA,NA,NA,90,86,,,,,,
20210909_TX_BU_02,2274,North Fork Brushy Creek,TX_BU02,30.5195,-97.7464,Texas,Living Waters Fly Fishing,9/9/2021,1792,32,2053,7,7.9,5.1,90,84,,,,,,
20210909_TX_BU_03,2275,Brushy Creek at Summit Crossing,TX_BU03,30.5127,-97.6844,Texas,Living Waters Fly Fishing,9/9/2021,1373,13,1554,7,8.4,5.0,90,82,,,,,,
20210909_TX_BU_04,2279,Brushy Creek at CR123,TX_BU04,30.5308,-97.5894,Texas,Living Waters Fly Fishing,9/9/2021,4914,107,5373,136,8.8,6.1,90,86,,,,,,
20210909_TX_BU_05,2277,Brushy Creek near Hutto,TX_BU05,30.5186,-97.5467,Texas,Living Waters Fly Fishing,9/9/2021,2918,58,3735,105,8.0,5.4,90,84,,,,,,
20210908_NM_RG_01,2592,Jemez River at La Junta Fishing Site,NM_RG01,35.67142,-106.7425,New Mexico,Henry Fountain,9/8/2021,2,7,96,50,46.5,1.9,75,64,,,,,,
20210908_NM_RG_02,2593,Guadalupe Rio Below Gilman Tunnel,NM_RG02,35.73247,-106.75999,New Mexico,Henry Fountain,9/8/2021,1,4,122,20,31.6,2.2,79,61,,,,,,
20210902_AZ_EV_01,1635,East Verde River at Flowing Springs Campground,AZ_EV03,34.304545,-111.352999,Arizona,Lucas Tans,9/2/2021,0,2,98,9,10.7,3.2,70,70,,,,,,
20210902_AZ_EV_02,1634,East Verde River at Waterwheel,AZ_EV02,34.351368,-111.285408,Arizona,Lucas Tans,9/2/2021,9,16,108,7,7.2,2.0,74,68,,,,,,
20210902_AZ_EV_03,1636,East Verde River at Washington Park,AZ_EV01,34.420898,-111.263672,Arizona,Lucas Tans,9/2/2021,25,19,208,9,7.6,1.7,82,58,,,,,,
20210831_MA_AE_01,2102,Millers River at Bridge Street,MA_AE01,42.597971,-72.437726,Massachusetts,Adam Eaton,8/31/2021,,,,,,,81,72,,,,,,
20210831_MA_AE_02,2083,Swift River at Route 9,MA_AE02,42.273982,-72.33797,Massachusetts,Adam Eaton,8/31/2021,,,,,,,81,52,,,,,,
20210831_MA_AE_03,2092,Scantic River at Mill Road,MA_AE03,42.048557,-72.454031,Massachusetts,Adam Eaton,8/31/2021,,,,,,,81,75,,,,,,
20210831_CO_SM_01,3000,San Miguel River at Placerville,CO_SM08,38.03106,-108.11077,Colorado,Allie Cunningham,8/31/2021,68,8,147,14,8.9,1.1,59,52.8,,,,,,
20210831_CO_SM_02,3008,San Miguel River in Telluride CO,CO_SM06,37.93603,-107.80668,Colorado,Allie Cunningham,8/31/2021,158,10,181,4,5.5,0.4,67,50.3,,,,,,
20210831_CO_SM_03,3006,San Miguel River above confluence with South Fork,CO_SM07,37.94588,-107.89388,Colorado,Allie Cunningham,8/31/2021,221,7,244,83,7.2,1.0,73,51.9,,,,,,
20210831_CO_SM_04,A0130,South Fork near confluence with San Miguel River,CO_SM05,37.93851,-107.89833,Colorado,Allie Cunningham,8/31/2021,31,6,93,8,11.0,0.6,73,52.1,,,,,,
20210831_CO_SM_05,3009,Lake Fork in Ames CO,CO_SM02,37.86032,-107.88562,Colorado,Allie Cunningham,8/31/2021,33,2,77,5,7.5,0.9,74,49.4,,,,,,
20210831_CO_SM_06,3007,Howard Fork near Ames CO,CO_SM04,37.86356,-107.87369,Colorado,Allie Cunningham,8/31/2021,41,4,72,12,16.0,0.4,74,48.1,,,,,,
20210831_CO_SM_07,3005,Lake Fork above Trout Lake,CO_SM01,37.81869,-107.88082,Colorado,Allie Cunningham,8/31/2021,126,4,161,6,9.4,0.4,68,48.5,,,,,,
20210831_UT_PR_03,1475,Provo River at Cottonwood Bridge,UT_PR01,40.578722,-111.429917,Utah,Kyle Toyama,8/31/2021,42,5,151,2,4.3,3.9,80,52,,,,,,
20210831_PA_CC_01,1773,Codorus Creek at Brown Rd,PA_CC01,39.821361,-76.883527,Pennsylvania,Rob Harvey,8/31/2021,,,,,,,78,68,,,,,,
20210830_PA_CC_01,1774,East Branch at Iron Stone Hill Road,PA_CC03,39.87197,-76.679065,Pennsylvania,Rob Harvey,8/30/2021,,,,,,,84,84,,,,,,
20210829_MA_CR_01,1806,East Branch of Westfield River at Chesterfield Gorge,MA_CR02,42.3881,-72.87489,Massachusetts,Bob Boeri,8/29/2021,,,,,,,70,63,,,,,,
20210829_MA_CR_02,1807,Middle Branch of Westfield River at North Chester,MA_CR03,42.32005,-72.92576,Massachusetts,Bob Boeri,8/29/2021,,,,,,,66,62,,,,,,
20210829_MA_CR_03,1808,West Branch of Westfield River at Boulder Park,MA_CR04,42.24455,-72.91643,Massachusetts,Bob Boeri,8/29/2021,,,,,,,66,62,,,,,,
20210829_MA_CR_04,1809,Connecticut River at Riverfront Conservation Area,MA_CR01,42.06252,-72.594,Massachusetts,Bob Boeri,8/29/2021,,,,,,,72,72,,,,,,
20210829_CO_PR_01,2920,North Fork Poudre River at Red Feather Lakes Rd,CO_PR03,40.787442,-105.252645,Colorado,Danny White,8/29/2021,,,,,,,75,72,,,,,,
20210829_CO_PR_02,2927,Poudre River near Old Town Fort Collins,CO_PR02,40.5881,-105.069317,Colorado,Danny White,8/29/2021,18,6,186,2,4.0,3.9,75,72,,,,,,
20210829_CO_PR_03,2926,Poudre River downstream of Fort Collins,CO_PR04,40.551943,-105.01128,Colorado,Danny White,8/29/2021,,,,,,,75,76,,,,,,
20210829_NH_DL_01,2790,Saco River Below Confluence of Swift River,NH_DL02,43.981303,-71.115356,New Hampshire,Dominic Lentini,8/29/2021,,,,,,,66,67,,,,,,
20210829_UT_PR_01,1473,Provo River below Deer Creek Resevoir,UT_PR03,40.389162,-111.5444961,Utah,Kyle Toyama,8/29/2021,130,48,193,24,6.8,2.9,87,66,,,,,,
20210829_UT_PR_02,1474,Provo River at Legacy Bridge,UT_PR02,40.5060972,-111.4513491,Utah,Kyle Toyama,8/29/2021,12,6,146,2,3.6,3.3,89,62,,,,,,
20210828_CO_OC_01,316,Otter Creek at Le Coq's,CO_OC01,39.84211,-106.26832,Colorado,Johnny Le Coq,8/28/2021,,,,,,,79,62,,,,,,
20210827_OH_KJ_03,1158,Big Darby Creek at Prairie Oaks Metro Park,OH_KJ02,39.9880253,-83.2467016,Ohio,Katie Johnstone,8/27/2021,,,,,,,85,80,,,,,,
20210826_NH_DL_01,2712,Connecticut River at North Stratford,NH_DL01,44.751528,-71.632451,New Hampshire,Dominic Lentini,8/26/2021,,,,,,,86,79,,,,,,
20210826_PA_CC_01,1781,Codorus Creek along RT 24,PA_CC04,40.01877,-76.69313,Pennsylvania,Rob Harvey,8/26/2021,,,,,,,91,82,,,,,,
20210825_CO_LP_01,2890,Animas River at Oxbow Park and Preserve,CO_LP01,37.308974,-107.856309,Colorado,Kate Armano,8/25/2021,34,28,81,2,8.5,1.1,83,66,,,,,,
20210825_CO_LP_02,2891,Animas River at Dallabetta Park,CO_LP02,37.2216,-107.860676,Colorado,Kate Armano,8/25/2021,23,6,67,2,6.4,1.1,89,69,,,,,,
20210825_CO_LP_03,2894,La Plata River at La Plata River City Campsite,CO_LP05,37.39452,-108.06788,Colorado,Kate Armano,8/25/2021,86,4,107,2,5.8,0.8,77,58,,,,,,
20210825_CO_LP_04,2893,La Plata River at Kroeger Campground,CO_LP04,37.376547,-108.075829,Colorado,Kate Armano,8/25/2021,89,11,128,2,7.2,1.5,76,62,,,,,,
20210825_CO_LP_05,2892,La Plata River At Kara Armano's House,CO_LP03,37.283493,-108.038405,Colorado,Kate Armano,8/25/2021,5,4,58,2,10.5,1.5,84,72,,,,,,
20210823_OK_AR_01,2257,Arkansas River at W. Tulsa,OK_AR01,36.13387,-95.99228,Oklahoma,Jim Mathewson,8/23/2021,181,3,438.5,28,5.3,5.0,84.2,82.4,,,,,,
20210823_OK_AR_02,2256,Arkansas River at 100 Riverside,OK_AR02,36.0186,-95.95095,Oklahoma,Jim Mathewson,8/23/2021,290,6,542.5,25,6.7,4.4,87.8,80.6,,,,,,
20210822_OR_SR_01,2138,Sandy River at Thousand Acres,OR_SR02,45.55562,-122.36673,Oregon,Erik Skoog,8/22/2021,24,6,62,8,20.3,0.6,63,68.5,,,,,,
20210822_OR_SR_02,2136,Sandy River at Oxbow Boat Launch,OR_SR01,45.49812,-122.29212,Oregon,Erik Skoog,8/22/2021,5,1,40,9,20.7,0.5,62,62,,,,,,
20210822_OR_SR_03,2134,Sandy River at Marmot Dam,OR_SR03,45.39969,-122.13324,Oregon,Erik Skoog,8/22/2021,11,4,59,12,22.2,0.6,57,58.5,,,,,,
20210822_WA_LD_01,469,Little Deschutes at Pioneer Park,WA_LD01,46.994662,-122.887357,Washington,Jeremy Harrison,8/22/2021,844,20,833,30,25.9,1.1,62,59,,,,,,
20210822_AK_KS_14,3255,Kisaralik,AK_KS14,60.83828,-160.9491,Alaska,Woodwell,8/22/2021,3,14,49,5,8.0,1.5,,50.5,,,,,,
20210821_CA_TR_01,2445,Truckee River Below Lake Tahoe Dam,CA_TR01,39.16655,-120.14487,California,Envirolution Club,8/21/2021,0,3,58,9,11.9,1.1,68,55,,,,,,
20210821_CA_TR_02,2446,Truckee River at Glenshire Bridge,CA_TR02,39.35313,-120.12278,California,Envirolution Club,8/21/2021,2,5,77,12,14.2,1.2,70,50,,,,,,
20210821_CA_TR_03,2447,Truckee River at Hirschdale Bridge,CA_TR03,39.36781,-120.07566,California,Envirolution Club,8/21/2021,0,5,75,12,14.5,1.4,70,45,,,,,,
20210821_AK_KS_13,3256,Kisaralik,AK_KS13,60.799016,-160.814125,Alaska,Woodwell,8/21/2021,4,5,66,6,7.8,1.4,,47.7,,,,,,
20210820_VA_SR_01,1524,Shenandoah River at Lockes Landing,VA_SR01,39.100889,-77.965194,Virginia,Matt Whalen,8/20/2021,351,20,452,2,8.4,2.9,77,81,,,,,,
